Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
23,X,"In Acts, chapter 1, who was the gift Jesus' Father promised?",The Holy Spirit,Acts 1:4-5,Acts,1,5-Apr,4
24,A,"According to Acts, chapter 1, verse 4, what should they not leave?",Jerusalem,Acts 1:4,Acts,1,4,4
25,G,"Who gave the apostles this command: ""Do not leave Jerusalem, but wait for the gift my Father promised, which you have heard me speak about.""?",Jesus,Acts 1:4,Acts,1,4,4
26,G,Who was eating with the apostles on one occasion?,Jesus,Acts 1:4,Acts,1,4,4
27,G,Who should wait for the gift Jesus' Father promised?,The apostles,Acts 1:4,Acts,1,4,4
28,G,"Whom did Jesus give this command: ""Do not leave Jerusalem, but wait for the gift my Father promised, which you have heard me speak about.""?",The apostles,Acts 1:4,Acts,1,4,4
29,G,With whom was Jesus eating on one occasion?,The apostles,Acts 1:4,Acts,1,4,4
30,S,"Situation question: who said it, and to whom: ""For John baptized with water, but in a few days you will be baptized with the Holy Spirit.""?",Jesus said it to the apostles,Acts 1:5,Acts,1,5,5
31,X,"Two-part question: with what did John baptize, and with whom will the apostles be baptized?",1) Water; 2) The Holy Spirit,Acts 1:5,Acts,1,5,5
32,A,"According to Acts, chapter 1, verse 5, what did John do?",Baptized with water,Acts 1:5,Acts,1,5,5
33,G,Who baptized with water?,John,Acts 1:5,Acts,1,5,5
34,G,With what did John baptize?,Water,Acts 1:5,Acts,1,5,5
35,S,"Situation question: who said it, and to whom: ""Lord, are you at this time going to restore the kingdom to Israel?""",The apostles said it to Jesus,Acts 1:6,Acts,1,6,6
36,G,Around whom did the apostles gather?,Jesus,Acts 1:6,Acts,1,6,6
37,G,"Whom did the apostles ask, ""Lord, are you at this time going to restore the kingdom to Israel?""",Jesus,Acts 1:6,Acts,1,6,6
38,S,"Situation question: who said it, and to whom: ""It is not for you to know the times or dates the Father has set by his own authority.""?",Jesus said it to the apostles,Acts 1:7,Acts,1,7,7
39,G,"Who said to the apostles, ""It is not for you to know the times or dates the Father has set by his own authority.""?",Jesus,Acts 1:7,Acts,1,7,7
40,Q,"Quote Acts, chapter 1, verse 8.","""But you will receive power when the Holy Spirit comes on you; and you will be my witnesses in Jerusalem, and in all Judea and Samaria, and to the ends of the earth.""""",Acts 1:8,Acts,1,8,8
41,S,"Situation question: who said it, and to whom: ""But you will receive power when the Holy Spirit comes on you; and you will be my witnesses in Jerusalem, and in all Judea and Samaria, and to the ends of the earth.""?",Jesus said it to the apostles,Acts 1:8,Acts,1,8,8
42,A,"According to Acts, chapter 1, verse 8, what will you receive?",Power,Acts 1:8,Acts,1,8,8
43,G,What will the apostles receive when the Holy Spirit comes on them?,Power,Acts 1:8,Acts,1,8,8
44,A,"According to Acts, chapter 1, verse 9, before what was he taken up?",Their very eyes,Acts 1:9,Acts,1,9,9
45,G,Who was taken up before the apostles' very eyes?,Jesus,Acts 1:9,Acts,1,9,9
46,G,How were the apostles looking up into the sky as Jesus was going?,Intently,Acts 1:10,Acts,1,10,10
47,A,"According to Acts, chapter 1, verse 10, how were they looking?",Intently,Acts 1:10,Acts,1,10,10
48,A,"According to Acts, chapter 1, verse 10, how were two men dressed?",In white,Acts 1:10,Acts,1,10,10
49,V,"Finish this verse: """"Men of Galilee,"" they said,...""","""...""why do you stand here looking into the sky? This same Jesus, who has been taken from you into heaven, will come back in the same way you have seen him go into heaven.""""",Acts 1:11,Acts,1,11,11
50,A,"According to Acts, chapter 1, verse 11, where have you seen Jesus go?",Into heaven,Acts 1:11,Acts,1,11,11
51,A,"According to Acts, chapter 1, verse 11, who will come back?",(This same) Jesus,Acts 1:11,Acts,1,11,11
52,A,"According to Acts, chapter 1, verse 11, where are you looking?",Into the sky,Acts 1:11,Acts,1,11,11
53,A,"According to Acts, chapter 1, verse 12, to where did the apostles return?",Jerusalem,Acts 1:12,Acts,1,12,12
54,A,"According to Acts, chapter 1, verse 12, who returned to Jerusalem?",The apostles,Acts 1:12,Acts,1,12,12
55,G,To where did the apostles return from the hill called the Mount of Olives?,Jerusalem,Acts 1:12,Acts,1,12,12
56,G,Of whom was James the son?,Alphaeus,Acts 1:13,Acts,1,13,13
57,G,Of whom was Judas the son?,James,Acts 1:13,Acts,1,13,13
58,G,Who was the son of Alphaeus?,James,Acts 1:13,Acts,1,13,13
59,G,Who was the son of James?,Judas,Acts 1:13,Acts,1,13,13
60,G,Who was the Zealot?,Simon,Acts 1:13,Acts,1,13,13
61,A,"According to Acts, chapter 1, verse 14, of whom was Mary the mother?",Jesus,Acts 1:14,Acts,1,14,14
62,A,"According to Acts, chapter 1, verse 14, in what did they all join together constantly?",Prayer,Acts 1:14,Acts,1,14,14
63,G,Who was the mother of Jesus?,Mary,Acts 1:14,Acts,1,14,14
64,A,"According to Acts, chapter 1, verse 15, who stood up among the believers?",Peter,Acts 1:15,Acts,1,15,15
65,A,"According to Acts, chapter 1, verse 15, among whom did Peter stand up?",The believers,Acts 1:15,Acts,1,15,15
66,A,"According to Acts, chapter 1, verse 16, concerning whom did the Holy Spirit speak?",Judas,Acts 1:16,Acts,1,16,16
67,A,"According to Acts, chapter 1, verse 16, when did the Holy Spirit speak?",Long ago,Acts 1:16,Acts,1,16,16
68,G,Through whom did the Holy Spirit speak long ago concerning Judas?,David,Acts 1:16,Acts,1,16,16
69,G,As what did Judas serve for those who arrested Jesus?,Guide,Acts 1:16,Acts,1,16,16
70,G,Who served as guide for those who arrested Jesus?,Judas,Acts 1:16,Acts,1,16,16
71,G,Concerning whom did the Holy Spirit speak long ago through David?,Judas,Acts 1:16,Acts,1,16,16
72,G,"Who said, ""Brothers and sisters, the Scripture had to be fulfilled in which the Holy Spirit spoke long ago through David concerning Judas, who served as guide for those who arrested Jesus.""?",Peter,Acts 1:16,Acts,1,16,16
73,G,Who was one of our number and shared in our ministry?,Judas,Acts 1:17,Acts,1,17,17
74,G,Who shared in our ministry?,Judas,Acts 1:17,Acts,1,17,17
75,A,"According to Acts, chapter 1, verse 17, in what did he share?",Our ministry,Acts 1:17,Acts,1,17,17
76,G,Who received payment for his wickedness?,Judas,Acts 1:18,Acts,1,18,18
77,G,Who fell headlong in a field he bought?,Judas,Acts 1:18,Acts,1,18,18
78,G,How did Judas fall in a field he bought?,Headlong,Acts 1:18,Acts,1,18,18
79,G,Who bought a field with the payment he received for his wickedness?,Judas,Acts 1:18,Acts,1,18,18
80,G,Whose body burst open?,Judas',Acts 1:18,Acts,1,18,18
81,G,What did Judas receive for his wickedness?,Payment,Acts 1:18,Acts,1,18,18
82,X,"What does ""Akeldama"" mean?","""Field of Blood""",Acts 1:19,Acts,1,19,19
83,X,"What means ""Field of Blood.""?",Akeldama,Acts 1:19,Acts,1,19,19
84,X,"From what Old Testament book does the following quotation come: ""May another take his place of leadership.""?",Psalms,Acts 1:20,Acts,1,20,20
85,X,"From what Old Testament book does the following quotation come: ""May his place be deserted; let there be no one to dwell in it.""?",Psalms,Acts 1:20,Acts,1,20,20
86,A,"According to Acts, chapter 1, verse 20, what may his place be?",Deserted,Acts 1:20,Acts,1,20,20
87,G,"Who said, ""For it is written in the book of Psalms, 'May his place be deserted; let there be no one to dwell in it,' and 'May another take his place of leadership.'""?",Peter,Acts 1:20,Acts,1,20,20
88,A,"According to Acts, chapter 1, verse 21, where was the Lord Jesus living?",Among us,Acts 1:21,Acts,1,21,21
89,A,"According to Acts, chapter 1, verse 22, who was taken up?",Jesus,Acts 1:22,Acts,1,22,22
90,G,Who was taken up from us?,Jesus,Acts 1:22,Acts,1,22,22
91,A,"According to Acts, chapter 1, verse 23, how was Joseph also known?",As Justus,Acts 1:23,Acts,1,23,23
92,A,"According to Acts, chapter 1, verse 23, who was called Barsabbas?",Joseph,Acts 1:23,Acts,1,23,23
93,A,"According to Acts, chapter 1, verse 24, what does the Lord know?",Everyone's heart,Acts 1:24,Acts,1,24,24
94,A,"According to Acts, chapter 1, verse 25, who left to go where he belongs?",Judas,Acts 1:25,Acts,1,25,25
95,G,Who left this apostolic ministry to go where he belongs?,Judas,Acts 1:25,Acts,1,25,25
96,X,"Two-part question: who was added to the eleven apostles, and how was he chosen?",1) Matthias; 2) By casting lots,Acts 1:26,Acts,1,26,26
97,A,"According to Acts, chapter 1, verse 26, what did they cast?",Lots,Acts 1:26,Acts,1,26,26
98,G,Who was added to the eleven apostles?,Matthias,Acts 1:26,Acts,1,26,26
99,G,To whom did the lot fall?,Matthias,Acts 1:26,Acts,1,26,26
100,G,From where did a sound like the blowing of a violent wind suddenly come?,Heaven,Acts 2:2,Acts,2,2,2
101,G,How did a sound like the blowing of a violent wind come from heaven and fill the whole house where they were sitting?,Suddenly,Acts 2:2,Acts,2,2,2
102,A,"According to Acts, chapter 2, verse 4, who were filled with the Holy Spirit?",All of them,Acts 2:4,Acts,2,4,4
103,A,"According to Acts, chapter 2, verse 4, in what did all of them begin to speak?",Other tongues,Acts 2:4,Acts,2,4,4
104,A,"According to Acts, chapter 2, verse 4, who enabled them?",The (Holy) Spirit,Acts 2:4,Acts,2,4,4
105,G,In what did all of them begin to speak as the Spirit enabled them?,Other tongues,Acts 2:4,Acts,2,4,4
106,G,Where were God-fearing Jews from every nation under heaven staying?,In Jerusalem,Acts 2:5,Acts,2,5,5
107,A,"According to Acts, chapter 2, verse 6, who came together?",A crowd,Acts 2:6,Acts,2,6,6
108,A,"According to Acts, chapter 2, verse 6, in what did a crowd come together?",Bewilderment,Acts 2:6,Acts,2,6,6
109,A,"According to Acts, chapter 2, verse 6, what did each one hear being spoken?",Their own language,Acts 2:6,Acts,2,6,6
110,G,Who came together in bewilderment?,A crowd,Acts 2:6,Acts,2,6,6
111,A,"According to Acts, chapter 2, verse 7, what were they?",Utterly amazed,Acts 2:7,Acts,2,7,7
112,A,"According to Acts, chapter 2, verse 8, who hears them in our native language?",Each of us,Acts 2:8,Acts,2,8,8
113,A,"According to Acts, chapter 2, verse 8, in what language do each of us hear them?",Our native language,Acts 2:8,Acts,2,8,8
114,G,What are parts of Libya near?,Cyrene,Acts 2:10,Acts,2,10,10
115,A,"According to Acts, chapter 2, verse 10, from where are visitors?",Rome,Acts 2:10,Acts,2,10,10
116,A,"According to Acts, chapter 2, verse 10, what is near Cyrene?",Parts of Libya,Acts 2:10,Acts,2,10,10
117,A,"According to Acts, chapter 2, verse 11, in what do we hear them declaring the wonders of God?",Our own tongues,Acts 2:11,Acts,2,11,11
118,A,"According to Acts, chapter 2, verse 12, what were they?",Amazed and perplexed,Acts 2:12,Acts,2,12,12
119,A,"According to Acts, chapter 2, verse 13, who made fun of them?",Some,Acts 2:13,Acts,2,13,13
120,A,"According to Acts, chapter 2, verse 14, who addressed the crowd?",Peter,Acts 2:14,Acts,2,14,14
121,A,"According to Acts, chapter 2, verse 14, who stood up?",Peter,Acts 2:14,Acts,2,14,14
122,A,"According to Acts, chapter 2, verse 14, who raised his voice?",Peter,Acts 2:14,Acts,2,14,14
123,A,"According to Acts, chapter 2, verse 14, with whom did Peter stand up?",The Eleven,Acts 2:14,Acts,2,14,14
124,A,"According to Acts, chapter 2, verse 14, how should you listen to what I say?",Carefully,Acts 2:14,Acts,2,14,14
125,A,"According to Acts, chapter 2, verse 14, whom did Peter address?",The crowd,Acts 2:14,Acts,2,14,14
126,A,"According to Acts, chapter 2, verse 14, to what should you listen carefully?",What I say,Acts 2:14,Acts,2,14,14
127,G,What did Peter raise?,His voice,Acts 2:14,Acts,2,14,14
128,A,"According to Acts, chapter 2, verse 15, what are these people not?",Drunk,Acts 2:15,Acts,2,15,15
129,X,"In Acts, chapter 2, which two prophets are mentioned?",Joel and David,"Acts 2:16, 30",Acts,2,"16, 30",16
130,A,"According to Acts, chapter 2, verse 16, who is a prophet?",Joel,Acts 2:16,Acts,2,16,16
131,A,"According to Acts, chapter 2, verse 16, by whom was this spoken?",The prophet Joel,Acts 2:16,Acts,2,16,16
132,X,"From what Old Testament book does the following quotation come: ""Your sons and daughters will prophesy, your young men will see visions, your old men will dream dreams.""?",Joel,Acts 2:17,Acts,2,17,17
133,X,"From what Old Testament book does the following quotation come: ""In the last days, God says, I will pour out my Spirit on all people.""?",Joel,Acts 2:17,Acts,2,17,17
134,A,"According to Acts, chapter 2, verse 17, on whom will I pour out my Spirit?",All people,Acts 2:17,Acts,2,17,17
135,G,What will your old men dream?,Dreams,Acts 2:17,Acts,2,17,17
136,G,Who will pour out his Spirit on all people in the last days?,God,Acts 2:17,Acts,2,17,17
137,G,Whom will God pour out on all people in the last days?,His Spirit,Acts 2:17,Acts,2,17,17
138,G,What will your young men see?,Visions,Acts 2:17,Acts,2,17,17
139,X,"From what Old Testament book does the following quotation come: ""Even on my servants, both men and women, I will pour out my Spirit in those days, and they will prophesy.""?",Joel,Acts 2:18,Acts,2,18,18
140,A,"According to Acts, chapter 2, verse 18, when will I pour out my Spirit?",In those days,Acts 2:18,Acts,2,18,18
141,A,"According to Acts, chapter 2, verse 18, what will my servants do?",Prophesy,Acts 2:18,Acts,2,18,18
142,G,Who will pour out his Spirit in those days even on his servants?,God,Acts 2:18,Acts,2,18,18
143,G,Whom will God pour out in those days even on his servants?,His Spirit,Acts 2:18,Acts,2,18,18
144,X,"From what Old Testament book does the following quotation come: ""I will show wonders in the heavens above and signs on the earth below, blood and fire and billows of smoke.""?",Joel,Acts 2:19,Acts,2,19,19
145,G,Who will show signs on the earth below?,God,Acts 2:19,Acts,2,19,19
146,G,Who will show wonders in the heavens above?,God,Acts 2:19,Acts,2,19,19
147,G,What will God show in the heavens above?,Wonders,Acts 2:19,Acts,2,19,19
148,X,"Two-part question: in Acts, chapter 2, to what will the sun be turned, and to what will the moon be turned?",1) Darkness; 2) Blood,Acts 2:20,Acts,2,20,20
149,X,"From what Old Testament book does the following quotation come: ""The sun will be turned to darkness and the moon to blood before the coming of the great and glorious day of the Lord.""?",Joel,Acts 2:20,Acts,2,20,20
150,A,"According to Acts, chapter 2, verse 20, what will the sun be?",Turned to darkness,Acts 2:20,Acts,2,20,20
151,G,To what will the moon be turned?,Blood,Acts 2:20,Acts,2,20,20
152,G,To what will the sun be turned?,Darkness,Acts 2:20,Acts,2,20,20
153,G,What will be turned to blood?,The moon,Acts 2:20,Acts,2,20,20
154,G,What will be turned to darkness?,The sun,Acts 2:20,Acts,2,20,20
155,X,"From what Old Testament book does the following quotation come: ""And everyone who calls on the name of the Lord will be saved.""?",Joel,Acts 2:21,Acts,2,21,21
156,G,What will everyone who calls on the name of the Lord be?,Saved,Acts 2:21,Acts,2,21,21
157,S,"Situation question: who said it, and to whom: ""Fellow Israelites, listen to this: Jesus of Nazareth was a man accredited by God to you by miracles, wonders and signs, which God did among you through him, as you yourselves know.""?",Peter said it to the crowd [OR to (Peter's) fellow Israelites],Acts 2:22,Acts,2,22,22
158,A,"According to Acts, chapter 2, verse 22, among whom did God do miracles, wonders, and signs through Jesus of Nazareth?",Fellow Israelites,Acts 2:22,Acts,2,22,22
159,A,"According to Acts, chapter 2, verse 22, who should listen to this?",Fellow Israelites,Acts 2:22,Acts,2,22,22
160,G,"Who did miracles, wonders and signs among you through Jesus of Nazareth?",God,Acts 2:22,Acts,2,22,22
161,G,By whom was Jesus of Nazareth accredited to you?,God,Acts 2:22,Acts,2,22,22
162,S,"Situation question: who said it, and to whom: ""This man was handed over to you by God's deliberate plan and foreknowledge; and you, with the help of wicked men, put him to death by nailing him to the cross.""?",Peter said it to the crowd [OR to (Peter's) fellow Israelites],Acts 2:23,Acts,2,23,23
163,A,"According to Acts, chapter 2, verse 23, who was handed over to you?",This man,Acts 2:23,Acts,2,23,23
164,G,"To what did you, with the help of wicked men, put Jesus by nailing him to the cross?",Death,Acts 2:23,Acts,2,23,23
165,G,"To what did you, with the help of wicked men, nail Jesus?",The cross,Acts 2:23,Acts,2,23,23
166,G,From what did God raise Jesus?,The dead,Acts 2:24,Acts,2,24,24
167,G,Who raised Jesus from the dead?,God,Acts 2:24,Acts,2,24,24
168,G,Who freed Jesus from the agony of death?,God,Acts 2:24,Acts,2,24,24
169,G,What was impossible for death to keep on Jesus?,Its hold,Acts 2:24,Acts,2,24,24
170,X,"From what Old Testament book does the following quotation come: ""Because he is at my right hand, I will not be shaken.""?",Psalms,Acts 2:25,Acts,2,25,25
171,X,"From what Old Testament book does the following quotation come: ""I saw the Lord always before me. Because he is at my right hand, I will not be shaken.""?",Psalms,Acts 2:25,Acts,2,25,25
172,A,"According to Acts, chapter 2, verse 25, where do I see the Lord always?",Before me,Acts 2:25,Acts,2,25,25
173,A,"According to Acts, chapter 2, verse 25, what will I not be?",Shaken,Acts 2:25,Acts,2,25,25
174,A,"According to Acts, chapter 2, verse 25, whom did I see always before me?",The Lord,Acts 2:25,Acts,2,25,25
175,G,When did I see the Lord before me?,Always,Acts 2:25,Acts,2,25,25
176,G,Where did I see the Lord always?,Before me,Acts 2:25,Acts,2,25,25
177,G,"Who said about him, ""I saw the Lord always before me. Because he is at my right hand, I will not be shaken.""?",David,Acts 2:25,Acts,2,25,25
178,G,Whom did I see always before me?,The Lord,Acts 2:25,Acts,2,25,25
179,X,"From what Old Testament book does the following quotation come: ""Therefore my heart is glad and my tongue rejoices; my body also will rest in hope, because you will not abandon me to the realm of the dead, you will not let your holy one see decay.""?",Psalms,Acts 2:26-27,Acts,2,26-27,26
180,A,"According to Acts, chapter 2, verse 26, what is my heart?",Glad,Acts 2:26,Acts,2,26,26
181,A,"According to Acts, chapter 2, verse 26, what is glad?",My heart,Acts 2:26,Acts,2,26,26
182,A,"According to Acts, chapter 2, verse 26, what does my tongue do?",Rejoices,Acts 2:26,Acts,2,26,26
183,A,"According to Acts, chapter 2, verse 26, what will my body also do?",Rest in hope,Acts 2:26,Acts,2,26,26
184,G,In what will my body also rest?,Hope,Acts 2:26,Acts,2,26,26
185,G,What also will rest in hope?,My body,Acts 2:26,Acts,2,26,26
186,G,What rejoices?,My tongue,Acts 2:26,Acts,2,26,26
187,G,What will you not let your holy one see?,Decay,Acts 2:27,Acts,2,27,27
188,X,"From what Old Testament book does the following quotation come: ""You have made known to me the paths of life; you will fill me with joy in your presence.""?",Psalms,Acts 2:28,Acts,2,28,28
189,A,"According to Acts, chapter 2, verse 28, with what will you fill me?",Joy,Acts 2:28,Acts,2,28,28
190,G,With what will you fill me in your presence?,Joy,Acts 2:28,Acts,2,28,28
191,S,"Situation question: who said it, and to whom: ""Fellow Israelites, I can tell you confidently that the patriarch David died and was buried, and his tomb is here to this day.""?",Peter said it to the crowd [OR to (Peter's) fellow Israelites],Acts 2:29,Acts,2,29,29
192,X,"In Acts, chapter 2, who died and was buried?",The patriarch David,Acts 2:29,Acts,2,29,29
193,G,How can Peter tell you that the patriarch David died and was buried?,Confidently,Acts 2:29,Acts,2,29,29
194,G,Who can tell you confidently that the patriarch David died and was buried?,Peter,Acts 2:29,Acts,2,29,29
195,A,"According to Acts, chapter 2, verse 30, what was he?",A prophet,Acts 2:30,Acts,2,30,30
196,G,Whom had God promised on oath that he would place one of his descendants on his throne?,David,Acts 2:30,Acts,2,30,30
197,G,Who knew that God had promised him on oath that he would place one of his descendants on his throne?,David,Acts 2:30,Acts,2,30,30
198,G,Who had promised David on oath that he would place one of his descendants on his throne?,God,Acts 2:30,Acts,2,30,30
199,G,How had God promised David that he would place one of his descendants on his throne?,On oath,Acts 2:30,Acts,2,30,30
200,A,"According to Acts, chapter 2, verse 31, who was not abandoned to the realm of the dead?",The Messiah,Acts 2:31,Acts,2,31,31
201,G,What did the Messiah's body not see?,Decay,Acts 2:31,Acts,2,31,31
202,A,"According to Acts, chapter 2, verse 32, whom has God raised to life?",This Jesus,Acts 2:32,Acts,2,32,32
203,G,To what has God raised this Jesus?,Life,Acts 2:32,Acts,2,32,32
204,G,Who is exalted to the right hand of God?,Jesus,Acts 2:33,Acts,2,33,33
205,G,Who has poured out what you now see and hear?,Jesus,Acts 2:33,Acts,2,33,33
206,G,From whom has Jesus received the promised Holy Spirit?,The Father,Acts 2:33,Acts,2,33,33
207,X,"From what Old Testament book does the following quotation come: ""The Lord said to my Lord: 'Sit at my right hand until I make your enemies a footstool for your feet.'""?",Psalms,Acts 2:34-35,Acts,2,34-35,34
208,G,Who did not ascend to heaven?,David,Acts 2:34,Acts,2,34,34
209,G,To where did David not ascend?,Heaven,Acts 2:34,Acts,2,34,34
210,G,"Who said to my Lord: ""Sit at my right hand until I make your enemies a footstool for your feet.""?",The Lord,Acts 2:34,Acts,2,34,34
211,G,Who will make your enemies a footstool for your feet?,The Lord,Acts 2:35,Acts,2,35,35
212,G,Whom will I make a footstool for your feet?,Your enemies,Acts 2:35,Acts,2,35,35
213,G,For what will I make your enemies a footstool?,Your feet,Acts 2:35,Acts,2,35,35
214,A,"According to Acts, chapter 2, verse 36, whom did you crucify?",This Jesus,Acts 2:36,Acts,2,36,36
215,G,"Who should be assured of this: God has made this Jesus, whom you crucified, both Lord and Messiah?",All Israel,Acts 2:36,Acts,2,36,36
216,G,Who has made this Jesus both Lord and Messiah?,God,Acts 2:36,Acts,2,36,36
217,S,"Situation question: who said it, and to whom: ""Brothers, what shall we do?""",The people said it to Peter and the other apostles,Acts 2:37,Acts,2,37,37
218,S,"Situation question: who said it, and to whom: ""Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit.""?",Peter said it to the people,Acts 2:37-38,Acts,2,37-38,37
219,A,"According to Acts, chapter 2, verse 37, who heard this?",The people,Acts 2:37,Acts,2,37,37
220,G,To what were the people cut when they heard this?,The heart,Acts 2:37,Acts,2,37,37
221,G,"Who replied, ""Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit.""?",Peter,Acts 2:38,Acts,2,38,38
222,A,"According to Acts, chapter 2, verse 39, what is for all whom the Lord our God will call?",The promise,Acts 2:39,Acts,2,39,39
223,S,"Situation question: who said it, and to whom: ""Save yourselves from this corrupt generation.""?",Peter said it to the people,Acts 2:40,Acts,2,40,40
224,G,Who warned the people with many other words?,Peter,Acts 2:40,Acts,2,40,40
225,G,"Who pleaded with the people, ""Save yourselves from this corrupt generation.""?",Peter,Acts 2:40,Acts,2,40,40
226,X,"In Acts, chapter 2, who performed many wonders and signs?",The apostles,Acts 2:43,Acts,2,43,43
227,A,"According to Acts, chapter 2, verse 43, with what was everyone filled?",Awe,Acts 2:43,Acts,2,43,43
228,A,"According to Acts, chapter 2, verse 43, who was filled with awe?",Everyone,Acts 2:43,Acts,2,43,43
229,A,"According to Acts, chapter 2, verse 43, by whom were many wonders and signs performed?",The apostles,Acts 2:43,Acts,2,43,43
230,G,With what was everyone filled at the many wonders and signs performed by the apostles?,Awe,Acts 2:43,Acts,2,43,43
231,G,What did all the believers have in common?,Everything,Acts 2:44,Acts,2,44,44
232,A,"According to Acts, chapter 2, verse 46, what did they break?",Bread,Acts 2:46,Acts,2,46,46
233,A,"According to Acts, chapter 2, verse 46, when did they continue to meet together?",Every day,Acts 2:46,Acts,2,46,46
234,G,What did the believers break in their homes?,Bread,Acts 2:46,Acts,2,46,46
235,G,How often did the Lord add to their number those who were being saved?,Daily,Acts 2:47,Acts,2,47,47
236,G,Whom were the believers praising?,God,Acts 2:47,Acts,2,47,47
237,X,"In Acts, chapter 3, what occurred at three in the afternoon?",The time of prayer,Acts 3:1,Acts,3,1,1
238,A,"According to Acts, chapter 3, verse 1, who were going up to the temple?",Peter and John,Acts 3:1,Acts,3,1,1
239,G,Who were going up to the temple at the time of prayerat three in the afternoon?,Peter and John,Acts 3:1,Acts,3,1,1
240,A,"According to Acts, chapter 3, verse 2, what was the temple gate called?",Beautiful,Acts 3:2,Acts,3,2,2
241,A,"According to Acts, chapter 3, verse 2, from when was a man lame?",Birth,Acts 3:2,Acts,3,2,2
242,A,"According to Acts, chapter 3, verse 2, what was a man from birth?",Lame from birth,Acts 3:2,Acts,3,2,2
243,G,When was a man who was lame from birth put at the temple gate called Beautiful?,Every day,Acts 3:2,Acts,3,2,2
244,G,What was called Beautiful?,The temple gate,Acts 3:2,Acts,3,2,2
245,A,"According to Acts, chapter 3, verse 3, for what did he ask Peter and John?",Money,Acts 3:3,Acts,3,3,3
246,A,"According to Acts, chapter 3, verse 3, whom did he see about to enter?",Peter and John,Acts 3:3,Acts,3,3,3
247,G,For what did a man who was lame from birth ask Peter and John?,Money,Acts 3:3,Acts,3,3,3
248,S,"Situation question: who said it, and to whom: ""Look at us!""?",Peter said it to a man who was lame from birth,Acts 3:4,Acts,3,4,4
249,A,"According to Acts, chapter 3, verse 4, what did Peter say?","""Look at us!""",Acts 3:4,Acts,3,4,4
250,G,"Who said, ""Look at us!""?",Peter,Acts 3:4,Acts,3,4,4
251,A,"According to Acts, chapter 3, verse 5, what did the man give them?",His attention,Acts 3:5,Acts,3,5,5
252,G,What was the man who was lame from birth expecting to get from Peter and John?,Something,Acts 3:5,Acts,3,5,5
253,S,"Situation question: who said it, and to whom: ""Silver or gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""?",Peter said it to the man who was lame from birth,Acts 3:6,Acts,3,6,6
254,X,"Two-part answer: in Acts, chapter 3, what does Peter not have?",1) Silver; 2) Gold,Acts 3:6,Acts,3,6,6
255,A,"According to Acts, chapter 3, verse 6, what do I not have?",Silver or gold,Acts 3:6,Acts,3,6,6
